timestamp,raw_lat,raw_lon,filt_lat,filt_lon,raw_unc_m,filt_unc_m,hdop,speed_kmh
1770559902.986076,57.83484833,12.30726067,57.83481870,12.30726993,4.524,11.895,1.860,11.54
1770559903.9875803,57.83485633,12.30725733,57.83483752,12.30726363,4.548,11.916,1.870,10.82
1770559904.9988327,57.83484150,12.30725600,57.83483951,12.30725982,3.500,11.937,1.430,8.34
1770559905.9926653,57.83484383,12.30723317,57.83484167,12.30724649,3.500,11.958,1.430,7.71
1770559906.9859004,57.83483550,12.30722517,57.83483859,12.30723583,4.548,11.979,1.870,6.35
1770559907.9903574,57.83483900,12.30718917,57.83483879,12.30721250,4.548,12.000,1.870,6.63
1770559908.9845932,57.83482300,12.30718800,57.83483090,12.30720025,4.548,12.021,1.870,4.86
1770559909.989531,57.83480500,12.30719333,57.83481795,12.30719679,4.238,12.042,1.740,3.42
1770559910.986349,57.83479017,12.30721817,57.83480406,12.30720748,4.238,12.062,1.740,2.18
1770559911.9927824,57.83475983,12.30723050,57.83478195,12.30721899,4.238,12.083,1.740,0.61
1770559912.9831257,57.83475083,12.30720783,57.83476639,12.30721341,4.524,12.104,1.860,1.21
1770559913.9863157,57.83472133,12.30722817,57.83474386,12.30722079,4.524,12.124,1.860,0.51
1770559914.9860547,57.83470483,12.30723100,57.83472435,12.30722589,4.524,12.145,1.860,0.77
1770559915.98666,57.83468933,12.30721983,57.83470684,12.30722286,4.238,12.166,1.740,1.35
1770559916.9907138,57.83467083,12.30720217,57.83468884,12.30721252,4.238,12.186,1.740,2.34
1770559917.9899974,57.83466100,12.30720383,57.83467492,12.30720817,4.238,12.207,1.740,1.55
1770559918.9866683,57.83464000,12.30720633,57.83465746,12.30720725,3.786,12.227,1.550,1.97
1770559919.985025,57.83460917,12.30721883,57.83463331,12.30721304,3.786,12.247,1.550,3.09
1770559920.9866693,57.83458767,12.30723150,57.83461049,12.30722227,3.786,12.268,1.550,3.54
1770559921.9834466,57.83457233,12.30724433,57.83459141,12.30723330,3.786,12.288,1.550,3.57
1770559922.9892552,57.83454917,12.30727000,57.83457029,12.30725165,3.786,12.309,1.550,4.47
1770559923.9860451,57.83453000,12.30727617,57.83455014,12.30726391,3.786,12.329,1.550,4.79
1770559924.9861903,57.83451800,12.30726867,57.83453407,12.30726629,5.024,12.349,2.070,4.47
1770559925.9714344,57.83451400,12.30724833,57.83452404,12.30725731,5.024,12.369,2.070,3.75
1770559926.9860804,57.83449933,12.30724417,57.83451168,12.30725074,5.024,12.390,2.070,4.08
1770559927.971839,57.83448967,12.30725717,57.83450068,12.30725395,5.024,12.410,2.070,3.83
1770559928.972272,57.83447433,12.30727317,57.83448750,12.30726356,5.024,12.430,2.070,4.00
1770559929.985499,57.83447283,12.30727800,57.83448017,12.30727078,5.024,12.450,2.070,3.18
1770559930.9835978,57.83446467,12.30726733,57.83447242,12.30726906,5.024,12.470,2.070,3.06
1770559931.985896,57.83445600,12.30728617,57.83446421,12.30727761,5.024,12.490,2.070,2.76
1770559932.9820487,57.83444150,12.30729667,57.83445285,12.30728714,5.024,12.510,2.070,3.11
1770559933.9859962,57.83442317,12.30730833,57.83443801,12.30729774,5.024,12.530,2.070,3.51
1770559934.984533,57.83441350,12.30732583,57.83442576,12.30731178,5.024,12.550,2.070,3.49
1770559935.9833205,57.83440950,12.30733233,57.83441763,12.30732206,5.024,12.570,2.070,2.87
1770559936.9715912,57.83440250,12.30733633,57.83441006,12.30732920,5.024,12.590,2.070,2.71
1770559937.9831557,57.83442133,12.30734017,57.83441570,12.30733468,5.024,12.610,2.070,1.13
1770559938.983125,57.83441417,12.30733017,57.83441493,12.30733242,5.048,12.629,2.080,1.21
1770559939.9711952,57.83441367,12.30734250,57.83441430,12.30733746,5.048,12.649,2.080,1.10
1770559940.9878137,57.83441117,12.30734150,57.83441273,12.30733948,5.048,12.669,2.080,1.07
